[Fri Nov 23 09:59:47.222886 2018] [rewrite:trace2] [pid 12252:tid 1236] mod_rewrite.c(482): [client 127.0.0.1:52820] 127.0.0.1 - - [hexlet-slim-example2/sid#206ad0d1450][rid#206ad0f6410/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite '' -> 'index.php'
[Fri Nov 23 09:59:47.222886 2018] [rewrite:trace2] [pid 12252:tid 1236] mod_rewrite.c(482): [client 127.0.0.1:52820] 127.0.0.1 - - [hexlet-slim-example2/sid#206ad0d1450][rid#206ad0f6410/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] strip document_root prefix: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php -> /index.php
[Fri Nov 23 09:59:47.222886 2018] [rewrite:trace1] [pid 12252:tid 1236] mod_rewrite.c(482): [client 127.0.0.1:52820] 127.0.0.1 - - [hexlet-slim-example2/sid#206ad0d1450][rid#206ad0f6410/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] internal redirect with /index.php [INTERNAL REDIRECT]
[Fri Nov 23 09:59:47.223887 2018] [rewrite:trace2] [pid 12252:tid 1236] mod_rewrite.c(482): [client 127.0.0.1:52820] 127.0.0.1 - - [hexlet-slim-example2/sid#206ad0d1450][rid#206afe92450/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'index.php' -> 'index.php'
[Fri Nov 23 09:59:47.223887 2018] [rewrite:trace1] [pid 12252:tid 1236] mod_rewrite.c(482): [client 127.0.0.1:52820] 127.0.0.1 - - [hexlet-slim-example2/sid#206ad0d1450][rid#206afe92450/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] initial URL equal rewritten URL: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php [IGNORING REWRITE]
[Fri Nov 23 09:59:49.013198 2018] [rewrite:trace2] [pid 12252:tid 1236] mod_rewrite.c(482): [client 127.0.0.1:52820] 127.0.0.1 - - [hexlet-slim-example2/sid#206ad0d1450][rid#206afe86b70/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'cart-items' -> 'index.php', referer: http://hexlet-slim-example2/
[Mon Nov 26 11:46:07.775260 2018] [rewrite:trace1] [pid 11856:tid 1128] mod_rewrite.c(482): [client 127.0.0.1:59060] 127.0.0.1 - - [hexlet-slim-example2/sid#1ca372530a8][rid#1ca388df040/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] internal redirect with /index.php [INTERNAL REDIRECT]
[Mon Nov 26 11:46:07.775260 2018] [rewrite:trace2] [pid 11856:tid 1128] mod_rewrite.c(482): [client 127.0.0.1:59060] 127.0.0.1 - - [hexlet-slim-example2/sid#1ca372530a8][rid#1ca388e1100/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'index.php' -> 'index.php'
[Mon Nov 26 11:46:07.775260 2018] [rewrite:trace1] [pid 11856:tid 1128] mod_rewrite.c(482): [client 127.0.0.1:59060] 127.0.0.1 - - [hexlet-slim-example2/sid#1ca372530a8][rid#1ca388e1100/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] initial URL equal rewritten URL: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php [IGNORING REWRITE]
[Mon Nov 26 11:46:28.876439 2018] [rewrite:trace2] [pid 11856:tid 1128] mod_rewrite.c(482): [client 127.0.0.1:59096] 127.0.0.1 - - [hexlet-slim-example2/sid#1ca372530a8][rid#1ca388cafa0/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'cart-items' -> 'index.php', referer: http://hexlet-slim-example2/
[Mon Nov 26 11:46:28.877439 2018] [rewrite:trace2] [pid 11856:tid 1128] mod_rewrite.c(482): [client 127.0.0.1:59096] 127.0.0.1 - - [hexlet-slim-example2/sid#1ca372530a8][rid#1ca388cafa0/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] strip document_root prefix: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php -> /index.php, referer: http://hexlet-slim-example2/
[Mon Nov 26 11:46:28.877439 2018] [rewrite:trace1] [pid 11856:tid 1128] mod_rewrite.c(482): [client 127.0.0.1:59096] 127.0.0.1 - - [hexlet-slim-example2/sid#1ca372530a8][rid#1ca388cafa0/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] internal redirect with /index.php [INTERNAL REDIRECT], referer: http://hexlet-slim-example2/
[Mon Nov 26 11:46:28.877439 2018] [rewrite:trace2] [pid 11856:tid 1128] mod_rewrite.c(482): [client 127.0.0.1:59096] 127.0.0.1 - - [hexlet-slim-example2/sid#1ca372530a8][rid#1ca388cd170/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'index.php' -> 'index.php', referer: http://hexlet-slim-example2/
[Mon Nov 26 11:46:28.877439 2018] [rewrite:trace1] [pid 11856:tid 1128] mod_rewrite.c(482): [client 127.0.0.1:59096] 127.0.0.1 - - [hexlet-slim-example2/sid#1ca372530a8][rid#1ca388cd170/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] initial URL equal rewritten URL: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php [IGNORING REWRITE], referer: http://hexlet-slim-example2/
[Mon Nov 26 11:46:29.196551 2018] [rewrite:trace2] [pid 11856:tid 1128] mod_rewrite.c(482): [client 127.0.0.1:59096] 127.0.0.1 - - [hexlet-slim-example2/sid#1ca372530a8][rid#1ca388d9010/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite '' -> 'index.php', referer: http://hexlet-slim-example2/
[Mon Nov 26 11:46:29.196551 2018] [rewrite:trace2] [pid 11856:tid 1128] mod_rewrite.c(482): [client 127.0.0.1:59096] 127.0.0.1 - - [hexlet-slim-example2/sid#1ca372530a8][rid#1ca388d9010/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] strip document_root prefix: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php -> /index.php, referer: http://hexlet-slim-example2/
[Mon Nov 26 11:46:29.196551 2018] [rewrite:trace1] [pid 11856:tid 1128] mod_rewrite.c(482): [client 127.0.0.1:59096] 127.0.0.1 - - [hexlet-slim-example2/sid#1ca372530a8][rid#1ca388d9010/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] internal redirect with /index.php [INTERNAL REDIRECT], referer: http://hexlet-slim-example2/
[Mon Nov 26 11:46:29.197551 2018] [rewrite:trace2] [pid 11856:tid 1128] mod_rewrite.c(482): [client 127.0.0.1:59096] 127.0.0.1 - - [hexlet-slim-example2/sid#1ca372530a8][rid#1ca388cb018/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'index.php' -> 'index.php', referer: http://hexlet-slim-example2/
[Mon Nov 26 11:46:29.197551 2018] [rewrite:trace1] [pid 11856:tid 1128] mod_rewrite.c(482): [client 127.0.0.1:59096] 127.0.0.1 - - [hexlet-slim-example2/sid#1ca372530a8][rid#1ca388cb018/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] initial URL equal rewritten URL: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php [IGNORING REWRITE], referer: http://hexlet-slim-example2/
[Mon Nov 26 11:46:29.445123 2018] [rewrite:trace2] [pid 11856:tid 1128] mod_rewrite.c(482): [client 127.0.0.1:59096] 127.0.0.1 - - [hexlet-slim-example2/sid#1ca372530a8][rid#1ca37271410/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'favicon.ico' -> 'index.php'
[Mon Nov 26 11:46:29.445123 2018] [rewrite:trace2] [pid 11856:tid 1128] mod_rewrite.c(482): [client 127.0.0.1:59096] 127.0.0.1 - - [hexlet-slim-example2/sid#1ca372530a8][rid#1ca37271410/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] strip document_root prefix: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php -> /index.php
[Mon Nov 26 11:46:29.445123 2018] [rewrite:trace1] [pid 11856:tid 1128] mod_rewrite.c(482): [client 127.0.0.1:59096] 127.0.0.1 - - [hexlet-slim-example2/sid#1ca372530a8][rid#1ca37271410/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] internal redirect with /index.php [INTERNAL REDIRECT]
[Mon Nov 26 11:46:29.445623 2018] [rewrite:trace2] [pid 11856:tid 1128] mod_rewrite.c(482): [client 127.0.0.1:59096] 127.0.0.1 - - [hexlet-slim-example2/sid#1ca372530a8][rid#1ca388d90c0/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'index.php' -> 'index.php'
[Mon Nov 26 11:46:29.445623 2018] [rewrite:trace1] [pid 11856:tid 1128] mod_rewrite.c(482): [client 127.0.0.1:59096] 127.0.0.1 - - [hexlet-slim-example2/sid#1ca372530a8][rid#1ca388d90c0/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] initial URL equal rewritten URL: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php [IGNORING REWRITE]
[Mon Nov 26 14:06:19.159828 2018] [rewrite:trace2] [pid 3148:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:49847] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ad9ef640/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite '' -> 'index.php', referer: http://hexlet-slim-example2/
[Mon Nov 26 14:06:19.187331 2018] [rewrite:trace2] [pid 3148:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:49847] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ad9ef640/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] strip document_root prefix: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php -> /index.php, referer: http://hexlet-slim-example2/
[Mon Nov 26 14:06:19.187331 2018] [rewrite:trace1] [pid 3148:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:49847] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ad9ef640/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] internal redirect with /index.php [INTERNAL REDIRECT], referer: http://hexlet-slim-example2/
[Mon Nov 26 14:06:19.187831 2018] [rewrite:trace2] [pid 3148:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:49847] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ad9e9688/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'index.php' -> 'index.php', referer: http://hexlet-slim-example2/
[Mon Nov 26 14:06:19.187831 2018] [rewrite:trace1] [pid 3148:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:49847] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ad9e9688/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] initial URL equal rewritten URL: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php [IGNORING REWRITE], referer: http://hexlet-slim-example2/
[Mon Nov 26 14:06:33.669772 2018] [rewrite:trace2] [pid 3148:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:49847] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ad9f3660/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'favicon.ico' -> 'index.php', referer: http://hexlet-slim-example2/
[Mon Nov 26 14:06:33.670273 2018] [rewrite:trace2] [pid 3148:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:49847] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ad9f3660/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] strip document_root prefix: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php -> /index.php, referer: http://hexlet-slim-example2/
[Mon Nov 26 14:06:33.670273 2018] [rewrite:trace1] [pid 3148:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:49847] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ad9f3660/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] internal redirect with /index.php [INTERNAL REDIRECT], referer: http://hexlet-slim-example2/
[Mon Nov 26 14:06:33.670772 2018] [rewrite:trace2] [pid 3148:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:49847] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ad9ef6f0/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'index.php' -> 'index.php', referer: http://hexlet-slim-example2/
[Mon Nov 26 14:06:33.670772 2018] [rewrite:trace1] [pid 3148:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:49847] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ad9ef6f0/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] initial URL equal rewritten URL: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php [IGNORING REWRITE], referer: http://hexlet-slim-example2/
[Mon Nov 26 14:06:37.039700 2018] [rewrite:trace2] [pid 3148:tid 1108] mod_rewrite.c(482): [client 127.0.0.1:49946] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ad9fd6b0/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'favicon.ico' -> 'index.php'
[Mon Nov 26 14:06:37.040200 2018] [rewrite:trace2] [pid 3148:tid 1108] mod_rewrite.c(482): [client 127.0.0.1:49946] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ad9fd6b0/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] strip document_root prefix: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php -> /index.php
[Mon Nov 26 14:06:37.040200 2018] [rewrite:trace1] [pid 3148:tid 1108] mod_rewrite.c(482): [client 127.0.0.1:49946] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ad9fd6b0/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] internal redirect with /index.php [INTERNAL REDIRECT]
[Mon Nov 26 14:06:37.040699 2018] [rewrite:trace2] [pid 3148:tid 1108] mod_rewrite.c(482): [client 127.0.0.1:49946] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ada0d7a8/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'index.php' -> 'index.php'
[Mon Nov 26 14:06:37.040699 2018] [rewrite:trace1] [pid 3148:tid 1108] mod_rewrite.c(482): [client 127.0.0.1:49946] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ada0d7a8/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] initial URL equal rewritten URL: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php [IGNORING REWRITE]
[Mon Nov 26 21:08:41.412957 2018] [rewrite:trace2] [pid 3148:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:53063] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ad9e9610/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite '' -> 'index.php', referer: http://hexlet-slim-example2/
[Mon Nov 26 21:08:41.428583 2018] [rewrite:trace2] [pid 3148:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:53063] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ad9e9610/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] strip document_root prefix: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php -> /index.php, referer: http://hexlet-slim-example2/
[Mon Nov 26 21:08:41.428583 2018] [rewrite:trace1] [pid 3148:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:53063] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ad9e9610/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] internal redirect with /index.php [INTERNAL REDIRECT], referer: http://hexlet-slim-example2/
[Mon Nov 26 21:08:41.428583 2018] [rewrite:trace2] [pid 3148:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:53063] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ad9ef6b8/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'index.php' -> 'index.php', referer: http://hexlet-slim-example2/
[Mon Nov 26 21:08:41.428583 2018] [rewrite:trace1] [pid 3148:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:53063] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ad9ef6b8/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] initial URL equal rewritten URL: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php [IGNORING REWRITE], referer: http://hexlet-slim-example2/
[Mon Nov 26 21:08:42.916439 2018] [rewrite:trace2] [pid 3148:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:53063] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ada056f0/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'favicon.ico' -> 'index.php'
[Mon Nov 26 21:08:42.916439 2018] [rewrite:trace2] [pid 3148:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:53063] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ada056f0/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] strip document_root prefix: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php -> /index.php
[Mon Nov 26 21:08:42.916439 2018] [rewrite:trace1] [pid 3148:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:53063] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ada056f0/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] internal redirect with /index.php [INTERNAL REDIRECT]
[Mon Nov 26 21:08:42.916439 2018] [rewrite:trace2] [pid 3148:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:53063] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ad9e96c0/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'index.php' -> 'index.php'
[Mon Nov 26 21:08:42.916439 2018] [rewrite:trace1] [pid 3148:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:53063] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ad9e96c0/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] initial URL equal rewritten URL: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php [IGNORING REWRITE]
[Mon Nov 26 21:12:42.584272 2018] [rewrite:trace2] [pid 3148:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:53221] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ada07700/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite '' -> 'index.php', referer: http://hexlet-slim-example2/
[Mon Nov 26 21:12:42.585271 2018] [rewrite:trace2] [pid 3148:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:53221] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ada07700/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] strip document_root prefix: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php -> /index.php, referer: http://hexlet-slim-example2/
[Mon Nov 26 21:12:42.585271 2018] [rewrite:trace1] [pid 3148:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:53221] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ada07700/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] internal redirect with /index.php [INTERNAL REDIRECT], referer: http://hexlet-slim-example2/
[Mon Nov 26 21:12:42.585772 2018] [rewrite:trace2] [pid 3148:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:53221] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ada0f7b8/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'index.php' -> 'index.php', referer: http://hexlet-slim-example2/
[Mon Nov 26 21:12:42.585772 2018] [rewrite:trace1] [pid 3148:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:53221] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ada0f7b8/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] initial URL equal rewritten URL: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php [IGNORING REWRITE], referer: http://hexlet-slim-example2/
[Mon Nov 26 21:34:11.576398 2018] [rewrite:trace2] [pid 3148:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:53522] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ad9f7680/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'favicon.ico' -> 'index.php'
[Mon Nov 26 21:34:11.576398 2018] [rewrite:trace2] [pid 3148:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:53522] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ad9f7680/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] strip document_root prefix: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php -> /index.php
[Mon Nov 26 21:34:11.576398 2018] [rewrite:trace1] [pid 3148:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:53522] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ad9f7680/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] internal redirect with /index.php [INTERNAL REDIRECT]
[Mon Nov 26 21:34:11.576398 2018] [rewrite:trace2] [pid 3148:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:53522] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ada01748/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'index.php' -> 'index.php'
[Mon Nov 26 21:34:11.576398 2018] [rewrite:trace1] [pid 3148:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:53522] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ada01748/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] initial URL equal rewritten URL: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php [IGNORING REWRITE]
[Mon Nov 26 21:59:04.182284 2018] [rewrite:trace2] [pid 3148:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:53893] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ad9f9690/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'favicon.ico' -> 'index.php'
[Mon Nov 26 21:59:04.182284 2018] [rewrite:trace2] [pid 3148:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:53893] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ad9f9690/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] strip document_root prefix: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php -> /index.php
[Mon Nov 26 21:59:04.182284 2018] [rewrite:trace1] [pid 3148:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:53893] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ad9f9690/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] internal redirect with /index.php [INTERNAL REDIRECT]
[Mon Nov 26 21:59:04.182284 2018] [rewrite:trace2] [pid 3148:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:53893] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ad9f16c8/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'index.php' -> 'index.php'
[Mon Nov 26 21:59:04.182284 2018] [rewrite:trace1] [pid 3148:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:53893] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ad9f16c8/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] initial URL equal rewritten URL: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php [IGNORING REWRITE]
[Mon Nov 26 22:01:32.646326 2018] [rewrite:trace2] [pid 3148:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:53913] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ad9ff6c0/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'favicon.ico' -> 'index.php'
[Mon Nov 26 22:01:32.647323 2018] [rewrite:trace2] [pid 3148:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:53913] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ad9ff6c0/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] strip document_root prefix: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php -> /index.php
[Mon Nov 26 22:01:32.647323 2018] [rewrite:trace1] [pid 3148:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:53913] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ad9ff6c0/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] internal redirect with /index.php [INTERNAL REDIRECT]
[Mon Nov 26 22:01:32.647323 2018] [rewrite:trace2] [pid 3148:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:53913] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ad9fb718/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'index.php' -> 'index.php'
[Mon Nov 26 22:01:32.647323 2018] [rewrite:trace1] [pid 3148:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:53913] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ad9fb718/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] initial URL equal rewritten URL: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php [IGNORING REWRITE]
[Mon Nov 26 23:01:40.400712 2018] [rewrite:trace2] [pid 3148:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:54582] 127.0.0.1 - - [hexlet-slim-example2/sid#2b1ac2c9078][rid#2b1ada19790/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'favicon.ico' -> 'index.php'
